lat,lon
42.99081744,-81.27026155
42.93177516,-81.19195702
42.92143964,-81.23133725
42.95539845,-81.27653327
42.99899331,-81.1779993
42.98157916,-81.22407249
42.98920191,-81.32523406
42.99875168,-81.32908846
